Energy (keV),Attenuation Coeff
20,0.6853576605067085
25,0.4079597244643246
30,0.28242083104850885
35,0.21751164214756394
40,0.18074310146016903
45,0.1575255525747781
50,0.14267824035542406
55,0.13231857464775054
60,0.1250212255316334
65,0.11935482747262631
70,0.11476617062201631
75,0.11086796664564466
80,0.10791119487878655
85,0.10532048725212159
90,0.10271536874213122
95,0.10078631574134277
100,0.09919309985752638
