Energy (keV),Optimal_Thickness,Attenuation Coeff
96.5,24.843716547081748,0.18266772001757609
96.75,28.43797826592644,0.18191818993635497
97.0,27.381556010529355,0.18186966170809948
97.25,25.769624820784834,0.18170241953379243
97.5,26.444183933296458,0.18139705174171628
97.75,25.03809506493569,0.1812602514193846
98.0,28.66047847259309,0.18053137801083277
98.25,27.595790715058158,0.18046804117958895
98.5,25.971247692661656,0.18031798862709875
98.75,26.651084590413117,0.1800199392272367
99.0,25.233994410324897,0.17990585349286675
99.25,28.884719532336703,0.17920064880337488
99.5,27.811701602949473,0.17916913802233408
99.75,26.174448072272746,0.17901166682768327
100.0,26.859604048927594,0.17870992333954483
100.25,25.431426482282337,0.17859824404243782
100.5,29.110715065681404,0.17793494319139708
100.75,28.02930178874826,0.17786942815885914
101.0,26.37923830211985,0.17775091024952697
101.25,27.06975497442539,0.17746055020544804
101.5,25.63040327293961,0.17730532414237177
101.75,29.338478799719017,0.17669809383128343
102.0,28.248604489608347,0.17664455981416563
102.25,26.585630821273114,0.17651437094410524
102.5,27.281550131588222,0.17621480338220266
102.75,25.8309368682554,0.176068209182411
103.0,29.568024568942846,0.1755094093785132
103.25,28.46962302609528,0.17548806680737772
103.5,26.79363816612659,0.17531182677132598
103.75,27.495002384969315,0.17507353027901246
104.0,26.033039448749527,0.1748806956219752
104.25,29.79936631608795,0.17432375909078718
104.5,28.69237082299536,0.17434403775155427
104.75,27.00327297115975,0.17412247441942866
105.0,27.71012469977486,0.17389450814613577
105.25,26.23672329024287,0.17374694252382578
105.5,30.032518092978133,0.17319488851095372
105.75,28.91686141013116,0.17324683897035037
106.0,27.214547969704846,0.17300633202870774
106.25,27.926930142651432,0.1727581634099811
106.5,26.442000764602895,0.17266089017870198
106.75,30.267494061379306,0.17211690017927622
107.0,29.143108423183214,0.17211725923274243
107.25,27.427475994720403,0.17192215076636796
107.5,28.145431882479773,0.17163410193279552
107.75,26.648884340495265,0.1716317187456707
108.0,30.50430849385983,0.1710888842665562
108.25,29.371125604518387,0.17103388535855119
108.5,30.37892466886659,0.17064637199395677
108.75,28.981435496266162,0.17054971104396457
109.0,27.25048872056844,0.1705787672952669
109.25,31.185073189304525,0.17001420993037888
109.5,30.026483543156164,0.16986571260247574
109.75,28.258836650011876,0.1698953921740486
110.0,28.99855427125694,0.16963715253540312
110.25,27.45664451261941,0.1695691988145427
110.5,31.42893127081414,0.1689839947645084
110.75,30.261400226660463,0.16890065107592467
111.0,28.47993481790167,0.16890699086742852
111.25,29.225440415625993,0.16859003326461103
111.5,27.671466712182983,0.16860549868017405
111.75,28.40188313129332,0.16832958248858407
112.0,26.892225722464154,0.16829786415853754
112.25,30.782877079371882,0.16770974499868452
112.5,29.639346169017156,0.16766623386176016
112.75,27.894500635321798,0.16762239709805976
113.0,28.624681604258143,0.16739557417198314
113.25,27.10265141935502,0.167344591962689
113.5,31.02372427056334,0.16675578619990022
113.75,29.871245973468877,0.16677310093476042
114.0,28.112748646193218,0.1667031580352133
114.25,28.848642587564964,0.16649385231300223
114.5,27.314703960000863,0.16640634572447904
114.75,31.266455487150644,0.16591468432461057
115.0,30.10496014050061,0.16591280554293675
115.25,28.33270423956395,0.1657934905793319
115.5,29.074355853035613,0.16560623600624788
115.75,27.528415610643073,0.1654730941910474
116.0,31.511085845278462,0.16498912847388553
116.25,30.340502899212776,0.1650707316311657
116.5,28.55438077682615,0.16489328408191326
116.75,29.301835110720802,0.1646614550740164
117.0,27.743799352247265,0.1646556719040935
117.25,31.7576302039281,0.16415639023332262
117.5,30.577888556600865,0.16419056220407094
117.75,31.627094769942087,0.16380544799735833
118.0,30.1721873634565,0.1637534134629233
118.25,28.37012167767461,0.16381345399159597
118.5,32.46636528173438,0.16330456254934247
118.75,31.260172997523586,0.1631942821511025
119.0,29.419899307172663,0.1632515739902427
119.25,30.190009492609537,0.16300299619093933
119.5,28.58474773319299,0.16296717155315346
119.75,29.339271129506102,0.1627399844746107
120.0,27.779788336455375,0.16277245645173952
120.25,31.79884842843689,0.16221392730085124
120.5,30.61757593081282,0.16219358078743415
120.75,28.81514276272553,0.16217730849293738
