Energy,PositionX,PositionY
58.0967,199.9826,188.5759
70.0,-7.0542,18.937
70.0,15.8929,-5.6511
58.0302,199.6809,-23.349
70.0,9.5677,17.0953
57.7863,101.59,106.0496
56.0668,52.8363,141.6878
70.0,5.42,-6.5318
63.0696,-169.8917,199.7926
70.0,18.8143,-81.25
70.0,5.0788,-54.3047
67.2241,155.2923,-41.6156
67.657,-115.4698,4.1227
70.0,14.8664,-12.1737
70.0,7.5116,-6.8885
59.0852,62.6686,108.2258
67.2949,155.4662,-149.4366
70.0,12.9289,4.0046
57.4005,124.9974,199.9788
70.0,-18.2022,-9.6514
70.0,-15.5717,2.4803
67.5046,-107.6856,20.8471
70.0,-16.0697,-12.4206
70.0,16.7325,11.789
70.0,-6.9045,18.48
70.0,16.3291,10.4082
70.0,11.3691,-16.4197
70.0,8.4434,-18.1629
70.0,-10.5318,-16.9138
64.1925,-183.8186,26.2981
56.9678,-199.5802,14.1975
57.5316,-96.4166,-199.9838
70.0,-5.0011,-7.4883
58.2863,-8.0567,22.0469
66.4014,-124.0046,163.073
69.3501,-17.9413,-81.4514
70.0,-7.3448,7.007
70.0,11.7592,-13.9653
70.0,-20.077,-3.6524
59.9454,-160.0589,133.7921
70.0,0.6126,-0.7154
70.0,5.5969,-11.2369
60.1324,-20.3178,-11.9882
56.6651,-128.5963,199.7585
55.7432,199.8937,-102.6788
68.948,73.875,-6.4359
70.0,-12.963,-5.2658
69.6809,43.8677,-0.1304
70.0,2.4087,-9.2397
68.4332,15.8634,-108.1461
70.0,-3.3345,6.3497
70.0,10.2065,-16.2832
66.1229,185.9922,56.4586
70.0,13.0074,12.083
70.0,-9.7996,-1.3087
60.0212,148.6316,89.4105
62.8655,18.9308,138.0806
69.631,-29.9656,-29.3659
70.0,19.6677,-0.789
66.2576,-159.5287,-6.1342
67.2826,-102.2824,143.3631
69.412,-36.4145,-34.7854
70.0,-14.7041,-13.58
68.0522,57.4025,-138.0336
70.0,10.0224,-9.902
70.0,-19.2362,3.2495
68.3092,103.482,-8.7072
70.0,-10.7568,6.7948
61.7677,-145.8411,-199.7627
11.0184,12.363,2.4809
60.732,-199.8253,-151.0369
67.199,185.2843,-42.1039
63.0419,188.5723,-71.0165
56.3366,-93.1363,-199.8719
70.0,3.0929,-20.236
70.0,8.1722,-17.5996
70.0,-2.776,1.6594
70.0,14.0507,-3.3111
69.0758,21.4704,-85.2411
66.5685,184.7235,130.3027
60.5403,-199.8653,168.7391
69.589,16.3536,66.3817
67.3943,74.9397,-141.9865
70.0,19.3455,-0.1919
68.9475,19.142,100.317
69.3704,-4.7909,73.9524
70.0,-13.3196,-2.1896
58.4684,-67.036,-50.0562
70.0,-16.2666,-9.8857
58.239,-199.9101,-124.5022
67.8523,-8.5154,-0.4548
57.0651,-49.2998,178.7849
70.0,-14.9862,-155.7855
70.0,-15.2745,-13.2752
65.8831,-181.8177,182.4804
56.0921,0.9268,199.7044
70.0,-3.645,-17.5576
70.0,10.5242,15.4861
66.4574,146.2086,-190.0298
56.0321,-199.5204,152.3455
57.4893,159.6849,199.8502
66.4107,95.7396,149.7952
63.9405,199.4005,-178.2873
58.8921,102.6202,-199.4211
70.0,17.8442,-4.0439
69.9466,-12.0784,28.541
70.0,5.7061,-6.4053
56.2611,163.4887,-195.5379
66.2855,126.6681,96.8985
70.0,-10.045,6.2833
70.0,14.9084,-3.4361
69.588,-58.5949,-6.7876
70.0,-14.4981,13.289
67.7112,140.1633,-7.3116
47.5574,-139.6591,185.6207
57.2949,167.0879,-145.7615
55.4468,141.8115,-199.9002
70.0,-8.2195,-5.541
70.0,-19.312,4.3291
59.7161,-106.4016,-38.7428
70.0,-10.4497,-17.1672
55.7525,122.1927,-168.9729
67.3154,35.0769,-153.7417
70.0,25.152,36.7131
59.9634,81.9196,-73.5194
59.7723,36.6015,3.6243
62.6978,-141.9204,-199.9515
70.0,3.5442,6.6959
70.0,-19.5431,-6.346
53.6088,172.3009,55.9334
56.4664,-199.8496,141.1381
60.9237,-199.9459,-16.8331
63.3063,32.875,50.5119
70.0,-17.3689,-8.6589
70.0,9.2471,62.6073
58.8807,-27.73,82.4984
66.8976,106.1336,105.1635
70.0,-3.8092,-19.8326
56.1519,127.0374,199.9943
57.9725,-17.767,52.4167
70.0,6.099,6.5107
68.2304,-28.3638,138.1472
59.07,82.1043,-37.0148
64.5105,-136.2508,-80.5908
70.0,-35.3261,-15.796
70.0,11.9603,-4.6815
55.5627,-187.4478,-197.1195
66.5121,-59.871,-170.8583
67.1116,-166.9415,173.6552
59.7511,13.0433,-199.6315
64.16,-47.2501,102.0189
70.0,19.8393,4.0804
67.7768,139.0251,-68.9332
56.6637,82.0282,-199.8988
57.0721,143.3011,-199.1805
57.4475,-187.0576,199.6289
65.1117,0.6796,-98.5246
60.7179,-159.0768,-84.5354
70.0,2.6691,20.1299
70.0,-30.1266,-41.1016
69.1666,-132.0499,164.0997
66.888,-177.234,-34.6232
57.0089,46.123,-199.2643
62.8674,-49.4926,-184.9738
67.0347,27.5672,159.1829
69.3951,-11.8376,-72.158
70.0,14.1715,-14.9856
69.6742,31.7284,-38.0146
70.0,19.3648,5.3337
67.0377,153.5005,-45.9448
56.4666,-199.7818,95.9874
70.0,8.8339,2.1382
53.3674,-41.9095,199.7802
64.2453,140.3553,-126.3957
70.0,-6.1895,7.2291
64.8651,-134.4134,1.7909
67.958,118.3291,-86.4709
70.0,-17.9775,-1.7413
69.3899,80.9768,-79.7376
70.0,113.3631,-69.0229
56.4037,-191.1236,-199.969
70.0,5.8648,6.394
70.0,10.9967,-5.2826
58.7768,54.4283,-146.2603
60.9528,-184.6354,-101.5722
48.7532,42.3376,11.7812
63.3902,110.8204,-199.1724
49.6599,46.0679,158.6835
59.5553,121.3669,-172.2154
70.0,-5.2965,-9.8016
58.387,-145.7523,-10.394
70.0,15.1642,11.1163
63.8794,77.5708,-199.6866
59.4026,-98.5052,199.958
70.0,1.276,7.6425
67.7381,121.8469,-33.5703
68.2255,-91.326,54.6938
68.2582,13.8308,-92.0257
70.0,-10.6913,-14.8449
68.9235,75.8891,-55.8888
70.0,12.6491,16.0673
70.0,4.4281,9.2599
47.3327,139.3498,-36.182
51.3321,-67.7415,178.0869
68.2567,142.0509,13.8352
64.7314,175.0556,91.119
70.0,-0.5627,6.953
61.6945,51.5607,199.6505
66.928,101.2673,-142.7671
59.6032,-104.6815,199.81
70.0,12.4382,8.5712
39.5214,13.5437,176.2295
70.0,-6.4356,7.5649
70.0,13.9588,13.7045
70.0,-6.6105,12.7664
62.8935,110.4658,-120.1549
70.0,-11.9128,-15.8351
69.6269,24.8212,-21.3354
58.599,161.9018,-155.3652
64.1869,136.3227,144.311
70.0,-7.1394,12.3884
47.6567,182.5774,94.8194
64.4279,132.3203,188.001
70.0,12.6671,-2.6717
48.1019,-65.8394,31.7544
62.1231,-199.8733,42.2417
70.0,-5.8821,-17.145
66.8826,185.154,33.7737
70.0,-4.2526,-0.2488
66.456,-194.9267,193.9581
70.0,1.4811,-3.6607
69.5542,-69.4626,187.1642
57.594,188.5159,-199.9886
59.9185,36.4371,51.9529
69.5074,65.905,-34.5071
70.0,17.274,-9.1592
70.0,14.4027,6.2752
67.1533,-191.7966,-17.8999
59.2275,-39.8278,-199.9191
61.2102,198.1645,-164.1794
69.5927,36.015,-13.345
70.0,17.3354,1.1565
12.8112,190.0371,-43.7556
56.0478,199.999,93.8892
62.6738,30.4411,133.0685
63.5133,-189.5513,58.1948
70.0,20.1658,-1.2698
64.0143,34.55,91.1331
60.5727,-199.8146,-169.8294
70.0,-19.5019,2.4657
55.7445,87.3403,57.3741
58.179,199.8047,66.7216
59.5074,87.8698,135.7174
56.9186,199.9761,-69.5769
68.4057,-92.9065,-70.3733
64.9082,-174.1656,-190.1849
68.2477,-185.7959,-199.9733
68.8471,-89.4682,26.8602
70.0,-15.9973,-11.505
62.2195,199.3572,-104.2976
60.9198,-189.0233,199.9271
70.0,-14.0272,13.9431
56.6983,-199.6249,4.7681
70.0,77.5392,-31.2162
66.5025,173.0443,116.5517
60.3265,111.0892,-152.8045
61.8385,-199.5733,166.8746
70.0,5.4752,11.2924
66.5351,198.8919,44.2821
51.4287,-30.3176,-60.985
67.2836,-158.0632,52.4672
70.0,-18.371,4.7963
70.0,17.7402,6.9629
69.8456,-10.0394,39.2481
60.5008,-93.867,83.2405
55.8143,136.3696,-199.7913
67.0899,157.1392,183.8219
69.2325,48.9066,25.2282
67.3689,-152.428,-42.5
70.0,-14.7193,7.15
62.5064,121.3134,79.0765
63.3146,-113.7598,-108.8783
70.0,18.2348,2.7214
37.1475,143.9705,156.8055
66.9059,152.0591,-65.0596
70.0,-8.1376,-14.8839
60.2982,145.3592,-199.8535
68.7834,76.3695,72.4708
67.1008,-141.716,-145.6983
60.6896,199.195,-197.0431
70.0,12.5987,2.0135
56.5026,187.1858,98.4876
70.0,-18.3256,9.1448
55.2384,-26.1617,-199.975
56.9969,32.9864,-199.8201
66.2869,188.6375,-132.9141
60.7193,199.6221,-69.8543
70.0,16.6001,-1.1344
64.8474,-91.765,16.365
61.9525,-199.9941,126.1091
56.1327,150.1486,-199.7447
61.7869,-134.0487,197.2017
70.0,-15.8066,-11.4241
70.0,4.5983,16.8642
70.0,-12.9491,-11.7369
68.6453,-65.3086,-62.6587
66.6337,-198.6366,76.3211
70.0,5.4717,13.2426
70.0,-3.7111,13.2544
60.4918,1.1147,-197.5254
66.9375,-80.3243,192.3482
70.0,-5.3094,24.6514
69.4071,-49.6559,4.7371
67.416,-131.9414,-126.984
62.9656,-91.7569,82.7473
67.9853,83.6135,-117.627
67.653,-122.0827,74.4974
68.5395,110.2132,-45.5588
60.8026,-197.5206,-121.2918
70.0,-2.8704,4.7603
68.2088,-83.5667,-82.1931
61.8002,-96.8187,156.7355
70.0,-7.5007,18.6409
60.0156,-176.3363,-199.3482
66.0106,-138.5655,17.1291
65.2137,199.7434,71.733
69.4648,80.4543,-6.8117
70.0,-16.2279,11.3889
62.0122,14.8339,3.3967
70.0,-3.124,-9.1072
70.0,-17.9234,-9.6388
64.292,111.5869,-138.5479
70.0,0.1545,-3.2652
58.1802,199.9932,-128.0809
70.0,14.3999,9.8199
70.0,20.2046,-2.0845
55.9163,127.0349,-86.0739
70.0,18.4899,5.7853
67.837,-116.0693,-62.339
66.893,-83.4589,96.1234
70.0,-16.8783,5.1358
68.9783,51.6888,-66.0161
70.0,7.7637,11.1062
70.0,-12.789,-1.9775
65.4044,-162.3461,82.5876
66.4359,-176.863,127.3906
63.5067,57.7885,156.2976
70.0,13.7969,-13.1152
67.9559,-199.8751,91.4806
57.8137,6.8211,-199.834
70.0,48.0608,-11.7226
70.0,-4.1473,18.7921
70.0,-8.2498,11.2675
70.0,-11.465,1.1447
58.4576,-154.6622,199.8973
66.2898,-97.1784,199.97
63.7016,-199.9726,13.6974
70.0,-195.1652,-78.9139
70.0,-16.9363,-10.9744
60.771,199.8201,121.3096
62.0872,-92.9984,72.543
55.7406,-199.6774,110.1513
55.6348,67.9972,106.5695
68.1708,-84.6019,-6.8655
56.4918,199.8522,121.8582
70.0,-7.9808,-5.756
55.6558,-52.8543,-155.7926
59.2329,-199.7645,-124.2877
59.0109,-156.622,126.364
68.1007,-93.8863,86.9518
66.9757,98.9087,-156.2915
48.5805,-143.2345,25.1473
59.9766,30.8794,-48.8083
57.6887,157.2815,199.9195
63.6285,23.8269,166.9592
67.5231,35.4716,98.4527
60.6846,164.3916,46.4847
70.0,-15.3563,0.5494
70.0,-8.8116,13.0824
70.0,-16.723,10.037
70.0,-1.9928,0.9539
64.9817,21.1028,199.7847
66.9101,194.8356,107.5718
70.0,8.1195,-8.3246
60.9431,199.1688,-70.6207
70.0,15.7776,-2.6841
70.0,6.4567,-13.5654
66.725,-27.7577,-177.4642
67.9965,47.2676,130.5316
69.4322,-76.4315,11.0831
70.0,7.2214,-3.1442
55.5492,199.9524,90.5525
67.5341,134.8286,47.7404
70.0,-1.8557,8.6868
70.0,6.7555,12.9322
62.3677,-129.8066,-197.2777
70.0,16.7347,11.6082
63.0132,184.6223,183.8524
70.0,-16.7087,0.8282
70.0,-3.9412,-5.7851
70.0,-9.5909,-17.1138
70.0,4.0862,0.4965
70.0,11.2756,16.337
69.056,-38.7318,-71.9171
61.239,-146.4918,-124.5916
70.0,-12.659,5.906
70.0,3.9365,11.9813
66.9619,179.8853,80.591
66.0951,198.8309,63.6389
59.684,-199.7997,-116.5971
70.0,-13.2838,13.1422
66.9727,30.9118,135.5842
66.9844,199.9674,-39.0995
70.0,18.4037,7.7803
66.7027,171.9529,198.142
70.0,-3.0057,10.9823
58.2887,-129.6089,199.7227
56.3831,51.3923,126.1621
68.0661,-104.2616,24.1586
69.3443,53.0287,-33.2218
67.0433,-139.9878,-132.6002
59.1739,-19.8062,-8.7504
66.4057,146.3936,-134.2701
70.0,15.3135,-13.4487
70.0,28.832,-59.8385
58.5969,-199.9651,136.3559
70.0,7.9705,17.4705
58.6021,-199.8082,-88.1811
70.0,4.7034,-11.8631
65.3022,-38.8805,199.9969
57.9459,143.4514,199.9907
69.6695,-10.8933,37.7667
59.9828,-31.0507,-146.7523
70.0,9.4344,15.2033
67.5824,-21.7861,148.2434
62.63,-88.7898,145.2952
64.7179,199.7229,-89.8498
70.0,-10.5592,10.0216
56.4524,83.9706,33.1255
69.2515,26.1688,-64.6996
70.0,-5.3731,16.1625
70.0,95.1974,36.8096
55.7338,199.9284,189.4312
70.0,-6.1008,2.0451
69.3703,74.2406,16.3638
70.0,20.3052,-1.0973
69.6972,-28.9141,42.4034
60.1996,199.9914,-5.4416
55.7757,-27.9661,171.6407
62.8182,-199.9946,138.6255
66.6639,195.5993,62.4513
60.8787,-199.6042,12.2027
14.6589,2.8059,-14.252
42.7782,-17.5412,7.5781
62.6716,-182.8189,78.5585
69.8287,-12.8912,14.8478
62.7266,-191.2349,-148.8733
67.6587,-171.0465,65.0162
67.5987,92.2767,-53.9655
67.0456,119.4422,-143.9978
63.1072,39.0334,-50.9128
70.0,9.4199,-16.9347
70.0,1.7099,-16.1488
70.0,-0.0592,6.7879
70.0,18.9233,-7.0207
58.5771,-162.009,-142.2317
70.0,14.9706,-13.8288
65.9271,38.249,199.4992
68.2618,107.4235,194.7939
68.3983,3.7812,130.2282
66.824,-199.9497,-163.4863
69.7384,-50.9129,20.2309
60.7144,106.9788,-126.0961
70.0,-3.264,4.3471
59.5672,58.4608,199.749
67.7584,96.4523,29.0026
68.6206,-194.1824,150.9637
60.502,199.8884,94.0794
70.0,-9.741,18.0718
56.2008,-199.756,155.0337
55.6426,157.115,-42.0367
56.6154,166.0147,199.9627
68.9668,-94.1566,-83.5941
68.059,-51.1646,115.5229
70.0,18.9601,7.0809
61.7932,148.4515,-199.7194
70.0,-7.8142,8.2519
56.8558,199.9823,14.0436
66.1241,-192.7392,180.339
67.6218,3.5489,199.9768
58.202,199.8414,129.6936
70.0,-11.8026,-6.3419
70.0,-5.555,-10.5775
56.6749,-150.2681,-199.8397
56.2998,-199.6102,-83.4694
70.0,-14.9554,11.7683
69.6616,42.881,22.3603
68.4572,89.1833,-84.7777
70.0,-0.1634,-7.726
70.0,-13.5757,-14.2837
60.359,156.5626,199.9777
47.2076,73.5931,114.7648
70.0,-54.7709,161.1395
69.5131,40.6883,26.8801
60.5668,5.0544,-52.1907
63.8528,-103.6281,44.7573
70.0,7.2973,1.0645
70.0,17.2467,-11.065
66.4087,94.2696,49.7519
70.0,-21.7485,-37.4304
70.0,-20.511,5.0551
63.5311,199.9673,38.3676
67.9567,145.1698,-170.7601
57.5918,-19.5004,-199.9763
69.6475,37.5168,-55.4366
61.2953,-45.167,-28.123
70.0,2.6392,-19.8687
70.0,20.1813,3.5451
58.2051,12.8331,-23.5959
58.5872,-199.5964,133.5768
66.9729,103.6042,-160.7178
59.7288,-199.9191,-118.1923
64.3367,-46.1291,-168.0287
13.9796,2.6487,16.1219
60.9697,-169.4825,-56.0091
70.0,10.3934,-3.9623
70.0,17.6504,-2.1773
59.8987,-199.6711,-163.9211
66.048,189.5679,146.8062
69.6145,9.3538,-24.311
70.0,-0.6736,-20.1778
70.0,-6.6069,-3.2141
59.5308,-19.5804,-109.599
70.0,-14.3201,1.7197
59.9451,161.5897,-199.9793
57.5593,-199.7361,143.9685
70.0,15.5851,-13.0
67.1483,184.7825,-1.6351
63.5244,177.1167,-190.8696
70.0,-1.0728,0.3097
67.2637,93.9104,199.9228
70.0,-19.6858,2.7807
70.0,-11.6602,16.702
70.0,-77.0316,64.7048
55.9448,-111.2121,-158.3777
56.0962,-181.3735,-199.9942
70.0,-23.9852,-2.4021
70.0,-8.2429,-1.2963
70.0,-97.9473,62.6632
70.0,-18.2947,-7.7752
65.2141,-117.4486,-123.1239
70.0,5.6512,-4.5002
68.3866,-91.3436,-78.3541
57.333,190.5943,134.4437
59.0354,199.8962,-117.8371
70.0,20.0037,4.3414
70.0,19.271,-4.0009
56.5358,91.791,-172.6037
70.0,8.4986,-15.979
67.3439,12.129,149.9948
70.0,-0.6039,-15.4639
70.0,-19.4762,-1.4601
60.4697,-179.1161,13.8473
67.22,-146.3626,108.0012
62.3794,168.8112,155.7675
65.5627,-121.9048,-199.3632
70.0,-17.0145,-10.7513
56.3181,-67.2437,-199.7788
58.1688,-43.1043,199.639
62.6806,-74.4585,199.4545
68.4574,-18.1905,-88.1185
70.0,6.6136,-12.1895
66.6836,-79.3153,145.383
70.0,-18.28,-7.3206
70.0,0.4118,-20.1008
70.0,-2.5459,-10.2691
64.1748,172.5763,-73.5594
62.4185,139.386,-2.0241
55.3386,28.2472,-199.9884
70.0,-10.2787,-15.4201
55.979,61.2468,-47.657
70.0,14.0892,-12.8707
70.0,-50.7353,111.5063
59.6787,-198.0478,-103.8855
70.0,16.087,-9.1311
60.748,-65.2179,43.4053
11.7805,164.5505,-175.6269
70.0,-12.939,-14.2955
58.2026,-126.8192,-199.9089
57.3928,-37.39,-199.9701
70.0,5.3371,15.1599
70.0,16.0127,-4.008
61.6388,199.6484,-93.0172
68.5413,23.405,106.9784
70.0,16.4328,-10.9536
67.5511,100.7598,11.3685
61.9479,-190.4089,-38.5723
56.9098,80.6877,199.8688
56.0484,70.2158,-199.9539
70.0,-11.7804,16.6139
60.8692,199.8204,-100.5865
57.6837,-190.2496,199.9414
70.0,-3.2587,19.6863
70.0,-28.3884,4.8072
66.8881,-180.706,43.1759
70.0,12.389,-2.19
64.2114,-135.3392,-14.6792
70.0,13.3467,5.0729
68.8051,77.0737,23.645
70.0,11.6662,1.6901
70.0,15.9532,-12.2539
70.0,14.3059,-1.713
68.7271,-48.9041,-104.0818
70.0,1.851,-12.0018
64.3255,186.1459,-63.9576
63.1092,0.9463,19.37
66.437,185.107,-91.779
70.0,4.7036,-15.2328
67.9067,91.6322,-123.0676
55.134,-199.8871,179.6152
70.0,-10.9401,-39.7666
65.5456,190.3445,-199.8394
68.0662,-56.5271,-68.2838
70.0,3.0204,-3.1236
70.0,4.951,-12.7324
64.4275,-126.7352,13.421
24.3498,200.0,-1.0243
70.0,8.0905,-18.4451
69.5287,10.8521,-67.7707
70.0,4.7124,18.9868
66.2506,134.4007,174.7062
70.0,2.737,16.1062
70.0,-92.3754,191.5627
69.0885,35.26,96.5453
66.3481,1.9555,178.3006
70.0,-13.216,15.4044
60.5329,195.011,-199.7152
64.9742,199.8099,142.3171
63.1638,-147.3551,152.2614
64.3958,199.3623,-84.7031
56.67,-25.884,14.4686
61.2025,147.2418,52.7668
60.0664,-16.2628,199.896
70.0,-2.2138,-10.7054
70.0,19.3279,2.4522
70.0,14.8658,-6.4077
70.0,15.8261,-0.2961
70.0,9.5462,-6.0966
70.0,20.1675,-2.7015
65.1424,12.2733,-140.4822
56.4048,-164.6224,178.4575
59.5345,-199.6683,177.7058
61.9546,-27.1693,-14.2715
56.301,-124.8796,-32.1406
70.0,4.1996,10.5792
70.0,17.9908,-8.666
70.0,-17.2567,-11.1909
70.0,14.5512,14.3158
67.1668,-53.243,185.718
69.7737,-2.017,-12.1415
70.0,7.6632,3.3559
56.6151,199.8609,27.4503
61.7896,171.8183,-72.5298
67.8759,147.7396,-16.7043
62.5696,199.8537,-36.3187
65.412,147.7999,187.6627
70.0,-4.8823,9.4172
60.2979,-170.62,199.8985
70.0,7.9381,10.6895
70.0,9.6165,10.1769
66.7527,86.5693,-131.8002
66.4835,-84.3765,7.139
70.0,-9.5671,-0.6158
56.5963,-199.7526,191.3959
60.1734,-41.3006,-43.5343
70.0,-7.5014,-17.443
67.8967,126.6581,-46.9109
70.0,-19.0748,4.3642
61.0205,199.6959,-56.5113
67.5211,128.7115,57.3065
70.0,-55.9107,73.668
64.6579,73.2522,-82.0002
66.7129,128.8088,139.0596
67.1419,95.5255,117.8108
70.0,-0.8121,14.779
56.1565,-91.9652,131.9714
66.0604,101.7325,-199.9159
70.0,9.6654,-13.8745
70.0,-4.185,-15.1083
61.544,199.9094,-160.0451
64.8354,138.1127,-177.7415
45.6334,195.3915,-102.5592
70.0,2.0802,-5.9454
56.6326,-57.4589,-153.1933
61.2548,66.6133,194.5765
61.1635,-162.249,-199.8153
70.0,0.643,-68.4825
70.0,-7.3806,-2.8975
70.0,-10.6555,15.7836
66.8835,-134.4509,-92.2745
70.0,13.0381,14.1208
69.6829,-35.3703,-11.86
70.0,20.4732,0.9779
70.0,25.6589,-8.2662
70.0,28.3026,62.1106
66.622,-3.4787,170.2732
56.0903,-6.8453,-93.1452
65.0472,199.3426,50.7191
68.1793,82.0073,-27.8028
70.0,-16.8086,-11.947
70.0,6.609,19.3599
70.0,10.7835,17.1355
70.0,-10.0126,2.0825
59.1609,71.981,199.6421
56.4398,75.2445,-49.2414
56.2374,52.3656,-199.8358
57.0908,199.9095,-102.5714
66.6117,-94.2632,130.3361
67.932,71.8956,-114.1489
70.0,9.6972,-17.8556
68.8586,104.4558,6.7966
55.4064,181.421,199.9875
66.7424,-158.4768,102.9595
56.7027,-101.7433,-8.9351
60.1378,8.8084,-42.2426
61.8397,-13.5183,64.1578
56.8966,174.6075,-26.4107
70.0,-19.5268,4.2868
64.379,179.1838,-19.3207
67.2874,50.0497,-131.1088
70.0,0.9008,-13.6888
55.8525,199.9631,52.4117
55.6049,-199.9732,-70.7433
69.1796,-48.3623,-49.6017
62.8308,-161.4354,31.54
58.0605,109.288,187.5138
58.1928,-94.8942,199.6831
66.9712,-83.3221,166.7894
55.7433,-124.3809,59.194
70.0,-98.0583,82.394
70.0,20.0527,4.1504
70.0,-2.2427,2.5838
62.2344,192.5277,140.5691
69.6776,4.6165,33.3595
70.0,8.7004,16.5432
65.3481,-158.2334,-198.1822
70.0,3.5622,-19.3051
57.7974,-51.2015,160.8336
59.8162,-6.8858,4.2155
70.0,157.6351,-55.064
67.3335,140.4932,-25.5109
70.0,-25.1095,35.0596
70.0,18.7832,5.4667
67.3279,-102.6547,141.9984
64.4629,-138.7829,-199.9639
70.0,-11.786,0.8412
70.0,-12.1192,-2.4524
